Date, Min, Max,Weekly Average minimum Temperature,Weekly  Average Maximum Temperature
5/30/65,43,66,38.09,83.42
5/31/65,45,71,38.09,83.42
6/1/65,44,70,45.28,85.85
6/2/65,52,57,45.28,85.85
6/3/65,45,59,45.28,85.85
6/4/65,39,74,45.28,85.85
6/5/65,55,82,45.28,85.85
6/6/65,54,84,45.28,85.85
6/7/65,62,90,45.28,85.85
6/8/65,65,88,46.09,86.33
6/9/65,70,82,46.09,86.33
6/10/65,62,82,46.09,86.33
6/11/65,49,75,46.09,86.33
6/12/65,50,78,46.09,86.33
6/13/65,48,65,46.09,86.33
6/14/65,48,53,46.09,86.33
6/15/65,42,60,47.04,87.38
6/16/65,37,66,47.04,87.38
6/17/65,40,68,47.04,87.38
6/18/65,40,73,47.04,87.38
6/19/65,47,77,47.04,87.38
6/20/65,57,83,47.04,87.38
6/21/65,63,89,47.04,87.38
6/22/65,63,84,49.24,90.85
6/23/65,57,89,49.24,90.85
6/24/65,60,77,49.24,90.85
6/25/65,48,72,49.24,90.85
6/26/65,43,76,49.24,90.85
6/27/65,50,80,49.24,90.85
6/28/65,54,86,49.24,90.85
6/29/65,69,86,49.24,90.85
6/30/65,60,74,49.24,90.85
3/1/66,37,50,14.33,48.42
3/2/66,37,46,14.33,48.42
3/3/66,30,54,14.33,48.42
3/4/66,27,46,14.33,48.42
3/5/66,34,38,14.33,48.42
3/6/66,32,43,14.33,48.42
3/7/66,26,40,14.33,48.42
3/8/66,23,37,16.81,50.62
3/9/66,17,40,16.81,50.62
3/10/66,20,53,16.81,50.62
3/11/66,23,44,16.81,50.62
3/12/66,19,32,16.81,50.62
3/13/66,30,35,16.81,50.62
3/14/66,24,42,16.81,50.62
3/15/66,25,35,17.43,51.71
3/16/66,21,45,17.43,51.71
3/17/66,18,51,17.43,51.71
3/18/66,37,65,17.43,51.71
3/19/66,39,62,17.43,51.71
3/20/66,36,54,17.43,51.71
3/21/66,26,52,17.43,51.71
3/22/66,26,54,19.9,61.52
3/23/66,37,47,19.9,61.52
3/24/66,32,54,19.9,61.52
3/25/66,28,56,19.9,61.52
3/26/66,25,47,19.9,61.52
3/27/66,23,42,19.9,61.52
3/28/66,18,32,19.9,61.52
3/29/66,17,41,19.9,61.52
3/30/66,28,48,19.9,61.52
3/31/66,29,46,19.9,61.52
4/1/66,27,43,24.76,64.28
4/2/66,27,48,24.76,64.28
4/3/66,29,49,24.76,64.28
4/4/66,30,51,24.76,64.28
4/5/66,27,49,24.76,64.28
4/6/66,24,52,24.76,64.28
4/7/66,26,52,24.76,64.28
4/8/66,32,47,27.57,65.71
4/9/66,28,48,27.57,65.71
4/10/66,33,48,27.57,65.71
4/11/66,28,51,27.57,65.71
4/12/66,28,49,27.57,65.71
4/13/66,24,46,27.57,65.71
4/14/66,29,48,27.57,65.71
4/15/66,25,55,29.95,71.24
4/16/66,29,57,29.95,71.24
4/17/66,35,62,29.95,71.24
4/18/66,28,62,29.95,71.24
4/19/66,28,52,29.95,71.24
4/20/66,37,45,29.95,71.24
4/21/66,39,62,29.95,71.24
4/22/66,39,60,32.71,74.24
4/23/66,32,57,32.71,74.24
4/24/66,40,48,32.71,74.24
4/25/66,47,70,32.71,74.24
4/26/66,41,58,32.71,74.24
4/27/66,31,50,32.71,74.24
4/28/66,34,42,32.71,74.24
4/29/66,36,51,32.71,74.24
4/30/66,31,60,32.71,74.24
5/1/66,45,68,34.38,75.14
5/2/66,42,57,34.38,75.14
5/3/66,30,63,34.38,75.14
5/4/66,38,54,34.38,75.14
5/5/66,38,67,34.38,75.14
5/6/66,52,69,34.38,75.14
5/7/66,40,54,34.38,75.14
5/8/66,43,55,38.14,79.62
5/9/66,40,45,38.14,79.62
5/10/66,37,53,38.14,79.62
5/11/66,35,60,38.14,79.62
5/12/66,40,56,38.14,79.62
5/13/66,40,61,38.14,79.62
5/14/66,36,73,38.14,79.62
5/15/66,39,68,38.29,81.48
5/16/66,37,64,38.29,81.48
5/17/66,49,66,38.29,81.48
5/18/66,44,65,38.29,81.48
5/19/66,53,68,38.29,81.48
5/20/66,60,80,38.29,81.48
5/21/66,55,78,38.29,81.48
5/22/66,55,71,38.09,83.42
5/23/66,44,83,38.09,83.42
5/24/66,58,84,38.09,83.42
5/25/66,59,77,38.09,83.42
5/26/66,55,79,38.09,83.42
5/27/66,55,88,38.09,83.42
5/28/66,65,70,38.09,83.42
5/29/66,50,79,38.09,83.42
5/30/66,45,71,38.09,83.42
5/31/66,44,70,38.09,83.42
6/1/66,51,64,45.28,85.85
6/2/66,49,71,45.28,85.85
6/3/66,46,81,45.28,85.85
6/4/66,62,88,45.28,85.85
6/5/66,60,89,45.28,85.85
6/6/66,63,90,45.28,85.85
6/7/66,63,84,45.28,85.85
6/8/66,63,83,46.09,86.33
6/9/66,57,76,46.09,86.33
6/10/66,53,60,46.09,86.33
6/11/66,46,65,46.09,86.33
6/12/66,40,68,46.09,86.33
6/13/66,51,64,46.09,86.33
6/14/66,57,85,46.09,86.33
6/15/66,58,81,47.04,87.38
6/16/66,53,76,47.04,87.38
6/17/66,61,78,47.04,87.38
6/18/66,57,80,47.04,87.38
6/19/66,56,77,47.04,87.38
6/20/66,54,84,47.04,87.38
6/21/66,59,83,47.04,87.38
6/22/66,47,77,49.24,90.85
6/23/66,56,86,49.24,90.85
6/24/66,61,88,49.24,90.85
6/25/66,57,61,49.24,90.85
6/26/66,58,72,49.24,90.85
6/27/66,66,92,49.24,90.85
6/28/66,59,89,49.24,90.85
6/29/66,64,89,49.24,90.85
6/30/66,58,83,49.24,90.85
3/1/67,11, null,14.33,48.42
3/2/67,8,34,14.33,48.42
3/3/67,33,43,14.33,48.42
3/4/67,29,39,14.33,48.42
3/5/67,26,33,14.33,48.42
3/6/67,29,34,14.33,48.42
3/7/67,25,34,14.33,48.42
3/8/67,15,33,16.81,50.62
3/9/67,14,42,16.81,50.62
3/10/67,29,58,16.81,50.62
3/11/67,31,63,16.81,50.62
3/12/67,24,42,16.81,50.62
3/13/67,18,41,16.81,50.62
3/14/67,33,45,16.81,50.62
3/15/67,25,36,17.43,51.71
3/16/67,18,32,17.43,51.71
3/17/67,8,21,17.43,51.71
3/18/67,1,17,17.43,51.71
3/19/67,-7,27,17.43,51.71
3/20/67,11,40,17.43,51.71
3/21/67,12,34,17.43,51.71
3/22/67,28,31,19.9,61.52
3/23/67,25,34,19.9,61.52
3/24/67,27,45,19.9,61.52
3/25/67,31,47,19.9,61.52
3/26/67,30,44,19.9,61.52
3/27/67,27,37,19.9,61.52
3/28/67,35,45,19.9,61.52
3/29/67,31,45,19.9,61.52
3/30/67,27,48,19.9,61.52
3/31/67,27,50,19.9,61.52
4/1/67,30,74,24.76,64.28
4/2/67,49,77,24.76,64.28
4/3/67,33,71,24.76,64.28
4/4/67,27,46,24.76,64.28
4/5/67,34,62,24.76,64.28
4/6/67,34,47,24.76,64.28
4/7/67,29,37,24.76,64.28
4/8/67,22,45,27.57,65.71
4/9/67,26,61,27.57,65.71
4/10/67,38,61,27.57,65.71
4/11/67,28,42,27.57,65.71
4/12/67,24,45,27.57,65.71
4/13/67,20,60,27.57,65.71
4/14/67,33,71,27.57,65.71
4/15/67,38,53,29.95,71.24
4/16/67,36,38,29.95,71.24
4/17/67,35,42,29.95,71.24
4/18/67,34,39,29.95,71.24
4/19/67,33,42,29.95,71.24
4/20/67,38,56,29.95,71.24
4/21/67,34,62,29.95,71.24
4/22/67,44,64,32.71,74.24
4/23/67,40,53,32.71,74.24
4/24/67,33,39,32.71,74.24
4/25/67,35,51,32.71,74.24
4/26/67,26,58,32.71,74.24
4/27/67,37,50,32.71,74.24
4/28/67,38,55,32.71,74.24
4/29/67,37,62,32.71,74.24
4/30/67,30,64,32.71,74.24
5/1/67,32,65,34.38,75.14
5/2/67,36,65,34.38,75.14
5/3/67,44,59,34.38,75.14
5/4/67,37,65,34.38,75.14
5/5/67,39,67,34.38,75.14
5/6/67,38,49,34.38,75.14
5/7/67,30,48,34.38,75.14
5/8/67,39,55,38.14,79.62
5/9/67,44,57,38.14,79.62
5/10/67,43,53,38.14,79.62
5/11/67,35,58,38.14,79.62
5/12/67,43,60,38.14,79.62
5/13/67,37,65,38.14,79.62
5/14/67,35,69,38.14,79.62
5/15/67,45,53,38.29,81.48
5/16/67,45,58,38.29,81.48
5/17/67,43,70,38.29,81.48
5/18/67,50,71,38.29,81.48
5/19/67,49,81,38.29,81.48
5/20/67,51,74,38.29,81.48
5/21/67,43,62,38.29,81.48
5/22/67,43,62,38.09,83.42
5/23/67,41,61,38.09,83.42
5/24/67,39,63,38.09,83.42
5/25/67,42,49,38.09,83.42
5/26/67,43,46,38.09,83.42
5/27/67,45,62,38.09,83.42
5/28/67,41,73,38.09,83.42
5/29/67,39,66,38.09,83.42
5/30/67,38,70,38.09,83.42
5/31/67,45,64,38.09,83.42
6/1/67,40,79,45.28,85.85
6/2/67,58,84,45.28,85.85
6/3/67,52,83,45.28,85.85
6/4/67,51,86,45.28,85.85
6/5/67,51,87,45.28,85.85
6/6/67,59,84,45.28,85.85
6/7/67,60,84,45.28,85.85
6/8/67,56,67,46.09,86.33
6/9/67,56,87,46.09,86.33
6/10/67,65,90,46.09,86.33
6/11/67,68,86,46.09,86.33
6/12/67,55,88,46.09,86.33
6/13/67,49,64,46.09,86.33
6/14/67,49,74,46.09,86.33
6/15/67,57,85,47.04,87.38
6/16/67,69,93,47.04,87.38
6/17/67,70,91,47.04,87.38
6/18/67,64,76,47.04,87.38
6/19/67,60,64,47.04,87.38
6/20/67,53,60,47.04,87.38
6/21/67,53,60,47.04,87.38
6/22/67,58,80,49.24,90.85
6/23/67,68,78,49.24,90.85
6/24/67,63,86,49.24,90.85
6/25/67,63,87,49.24,90.85
6/26/67,58,79,49.24,90.85
6/27/67,53,82,49.24,90.85
6/28/67,53,82,49.24,90.85
6/29/67,51,75,49.24,90.85
6/30/67,55,59,49.24,90.85
3/1/68,34,36,14.33,48.42
3/2/68,28,37,14.33,48.42
3/3/68,10,32,14.33,48.42
3/4/68,10,39,14.33,48.42
3/5/68,27,43,14.33,48.42
3/6/68,19,31,14.33,48.42
3/7/68,16,31,14.33,48.42
3/8/68,13,45,16.81,50.62
3/9/68,35,51,16.81,50.62
3/10/68,31,47,16.81,50.62
3/11/68,31,48,16.81,50.62
3/12/68,23,31,16.81,50.62
3/13/68,26,33,16.81,50.62
3/14/68,16,32,16.81,50.62
3/15/68,12,41,17.43,51.71
3/16/68,35,51,17.43,51.71
3/17/68,42,50,17.43,51.71
3/18/68,40,43,17.43,51.71
3/19/68,41,45,17.43,51.71
3/20/68,41,60,17.43,51.71
3/21/68,42,54,17.43,51.71
3/22/68,36,43,19.9,61.52
3/23/68,36,59,19.9,61.52
3/24/68,30,38,19.9,61.52
3/25/68,25,47,19.9,61.52
3/26/68,23,52,19.9,61.52
3/27/68,34,62,19.9,61.52
3/28/68,29,58,19.9,61.52
3/29/68,39,71,19.9,61.52
3/30/68,42,60,19.9,61.52
3/31/68,34,70,19.9,61.52
4/1/68,39,60,24.76,64.28
4/2/68,30,58,24.76,64.28
4/3/68,40,67,24.76,64.28
4/4/68,45,65,24.76,64.28
4/5/68,36,62,24.76,64.28
4/6/68,30,51,24.76,64.28
4/7/68,29,63,24.76,64.28
4/8/68,38,62,27.57,65.71
4/9/68,52,68,27.57,65.71
4/10/68,40,64,27.57,65.71
4/11/68,33,52,27.57,65.71
4/12/68,26,67,27.57,65.71
4/13/68,43,82,27.57,65.71
4/14/68,41,67,27.57,65.71
4/15/68,37,50,29.95,71.24
4/16/68,44,65,29.95,71.24
4/17/68,37,66,29.95,71.24
4/18/68,32,64,29.95,71.24
4/19/68,39,72,29.95,71.24
4/20/68,37,61,29.95,71.24
4/21/68,48,54,29.95,71.24
4/22/68,40,57,32.71,74.24
4/23/68,36,55,32.71,74.24
4/24/68,45,62,32.71,74.24
4/25/68,47,62,32.71,74.24
4/26/68,42,62,32.71,74.24
4/27/68,45,64,32.71,74.24
4/28/68,37,65,32.71,74.24
4/29/68,36,68,32.71,74.24
4/30/68,40,67,32.71,74.24
5/1/68,43,66,34.38,75.14
5/2/68,43,67,34.38,75.14
5/3/68,44,70,34.38,75.14
5/4/68,50,68,34.38,75.14
5/5/68,42,68,34.38,75.14
5/6/68,46,61,34.38,75.14
5/7/68,35,63,34.38,75.14
5/8/68,32,70,38.14,79.62
5/9/68,44,77,38.14,79.62
5/10/68,59,76,38.14,79.62
5/11/68,46,65,38.14,79.62
5/12/68,53,55,38.14,79.62
5/13/68,46,63,38.14,79.62
5/14/68,45,75,38.14,79.62
5/15/68,40,75,38.29,81.48
5/16/68,47,69,38.29,81.48
5/17/68,47,61,38.29,81.48
5/18/68,46,51,38.29,81.48
5/19/68,45,61,38.29,81.48
5/20/68,44,54,38.29,81.48
5/21/68,45,65,38.29,81.48
5/22/68,42,64,38.09,83.42
5/23/68,40,68,38.09,83.42
5/24/68,47,65,38.09,83.42
5/25/68,41,64,38.09,83.42
5/26/68,35,68,38.09,83.42
5/27/68,33,55,38.09,83.42
5/28/68,31,62,38.09,83.42
5/29/68,41,57,38.09,83.42
5/30/68,55,75,38.09,83.42
5/31/68,51,70,38.09,83.42
6/1/68,48,72,45.28,85.85
6/2/68,55,61,45.28,85.85
6/3/68,55,72,45.28,85.85
6/4/68,52,66,45.28,85.85
6/5/68,48,83,45.28,85.85
6/6/68,59,90,45.28,85.85
6/7/68,56,87,45.28,85.85
6/8/68,54,71,46.09,86.33
6/9/68,55,84,46.09,86.33
6/10/68,49,55,46.09,86.33
6/11/68,48,55,46.09,86.33
6/12/68,54,74,46.09,86.33
6/13/68,63,72,46.09,86.33
6/14/68,57,72,46.09,86.33
6/15/68,52,82,47.04,87.38
6/16/68,60,74,47.04,87.38
6/17/68,54,60,47.04,87.38
6/18/68,54,70,47.04,87.38
6/19/68,55,73,47.04,87.38
6/20/68,50,69,47.04,87.38
6/21/68,45,72,47.04,87.38
6/22/68,51,78,49.24,90.85
6/23/68,55,71,49.24,90.85
6/24/68,50,77,49.24,90.85
6/25/68,63,80,49.24,90.85
6/26/68,55,65,49.24,90.85
6/27/68,54,59,49.24,90.85
6/28/68,51,56,49.24,90.85
6/29/68,48,79,49.24,90.85
6/30/68,67,88,49.24,90.85
3/1/69,5,29,14.33,48.42
3/2/69,9,34,14.33,48.42
3/3/69,29,34,14.33,48.42
3/4/69,21,39,14.33,48.42
3/5/69,12,27,14.33,48.42
3/6/69,3,37,14.33,48.42
3/7/69,19,30,14.33,48.42
3/8/69,19,34,16.81,50.62
3/9/69,18,35,16.81,50.62
3/10/69,22,39,16.81,50.62
3/11/69,22,37,16.81,50.62
3/12/69,22,40,16.81,50.62
3/13/69,29,41,16.81,50.62
3/14/69,30,42,16.81,50.62
3/15/69,32,42,17.43,51.71
3/16/69,27,43,17.43,51.71
3/17/69,23,50,17.43,51.71
3/18/69,35,50,17.43,51.71
3/19/69,34,41,17.43,51.71
3/20/69,31,37,17.43,51.71
3/21/69,34,46,17.43,51.71
3/22/69,28,42,19.9,61.52
3/23/69,25,51,19.9,61.52
3/24/69,23,50,19.9,61.52
3/25/69,37,49,19.9,61.52
3/26/69,38,45,19.9,61.52
3/27/69,33,43,19.9,61.52
3/28/69,26,45,19.9,61.52
3/29/69,35,57,19.9,61.52
3/30/69,22,37,19.9,61.52
3/31/69,24,33,19.9,61.52
4/1/69,17,44,24.76,64.28
4/2/69,34,53,24.76,64.28
4/3/69,24,48,24.76,64.28
4/4/69,28,65,24.76,64.28
4/5/69,45,62,24.76,64.28
4/6/69,31,53,24.76,64.28
4/7/69,25,64,24.76,64.28
4/8/69,33,56,27.57,65.71
4/9/69,25,61,27.57,65.71
4/10/69,51,68,27.57,65.71
4/11/69,40,57,27.57,65.71
4/12/69,27,56,27.57,65.71
4/13/69,27,63,27.57,65.71
4/14/69,39,74,27.57,65.71
4/15/69,38,78,29.95,71.24
4/16/69,55,67,29.95,71.24
4/17/69,56,77,29.95,71.24
4/18/69, null,76,29.95,71.24
4/19/69,37, null,29.95,71.24
4/20/69,32,53,29.95,71.24
4/21/69,28,59,29.95,71.24
4/22/69,41,53,32.71,74.24
4/23/69,43,59,32.71,74.24
4/24/69,41,44,32.71,74.24
4/25/69,37,66,32.71,74.24
4/26/69,35,68,32.71,74.24
4/27/69,44,77,32.71,74.24
4/28/69,56,86,32.71,74.24
4/29/69,46,65,32.71,74.24
4/30/69,40,55,32.71,74.24
5/1/69,34,61,34.38,75.14
5/2/69,31,64,34.38,75.14
5/3/69,48,77,34.38,75.14
5/4/69,41,71,34.38,75.14
5/5/69,41,62,34.38,75.14
5/6/69,34,64,34.38,75.14
5/7/69,35,63,34.38,75.14
5/8/69,45,59,38.14,79.62
5/9/69,59,64,38.14,79.62
5/10/69,45,63,38.14,79.62
5/11/69,44,68,38.14,79.62
5/12/69,42,60,38.14,79.62
5/13/69,42,62,38.14,79.62
5/14/69,41,59,38.14,79.62
5/15/69,36,66,38.29,81.48
5/16/69,46,76,38.29,81.48
5/17/69,54,87,38.29,81.48
5/18/69,47,73,38.29,81.48
5/19/69,47,76,38.29,81.48
5/20/69,59,68,38.29,81.48
5/21/69,47,67,38.29,81.48
5/22/69,41,62,38.09,83.42
5/23/69,44,66,38.09,83.42
5/24/69,42,57,38.09,83.42
5/25/69,40,73,38.09,83.42
5/26/69,45,64,38.09,83.42
5/27/69,32,69,38.09,83.42
5/28/69,47,78,38.09,83.42
5/29/69,62,86,38.09,83.42
5/30/69,52,74,38.09,83.42
5/31/69,47,78,38.09,83.42
6/1/69,43,74,45.28,85.85
6/2/69,58,82,45.28,85.85
6/3/69,61,79,45.28,85.85
6/4/69,49,70,45.28,85.85
6/5/69,46,73,45.28,85.85
6/6/69,51,78,45.28,85.85
6/7/69,57,75,45.28,85.85
6/8/69,53,77,46.09,86.33
6/9/69,56,75,46.09,86.33
6/10/69,49,81,46.09,86.33
6/11/69,47,79,46.09,86.33
6/12/69,58,86,46.09,86.33
6/13/69,65,91,46.09,86.33
6/14/69,70,82,46.09,86.33
6/15/69,70,80,47.04,87.38
6/16/69,51,72,47.04,87.38
6/17/69,48,73,47.04,87.38
6/18/69,53,74,47.04,87.38
6/19/69,59,72,47.04,87.38
6/20/69,64,85,47.04,87.38
6/21/69,49,71,47.04,87.38
6/22/69,44,74,49.24,90.85
6/23/69,48,62,49.24,90.85
6/24/69,56,62,49.24,90.85
6/25/69,56,72,49.24,90.85
6/26/69,58,80,49.24,90.85
6/27/69,65,94,49.24,90.85
6/28/69,72,92,49.24,90.85
6/29/69,64,86,49.24,90.85
6/30/69,61,88,49.24,90.85
3/1/70,9,37,14.33,48.42
3/2/70,28,34,14.33,48.42
3/3/70,11,37,14.33,48.42
3/4/70,10,37,14.33,48.42
3/5/70,33,37,14.33,48.42
3/6/70,30,37,14.33,48.42
3/7/70,21,43,14.33,48.42
3/8/70,20,40,16.81,50.62
3/9/70,17,33,16.81,50.62
3/10/70,21,37,16.81,50.62
3/11/70,25,40,16.81,50.62
3/12/70,28,46,16.81,50.62
3/13/70,31,40,16.81,50.62
3/14/70,30,35,16.81,50.62
3/15/70,22,38,17.43,51.71
3/16/70,17,37,17.43,51.71
3/17/70,23,43,17.43,51.71
3/18/70,23,46,17.43,51.71
3/19/70,29,50,17.43,51.71
3/20/70,24,58,17.43,51.71
3/21/70,33,46,17.43,51.71
3/22/70,30,50,19.9,61.52
3/23/70,37,42,19.9,61.52
3/24/70,35,48,19.9,61.52
3/25/70,34,51,19.9,61.52
3/26/70,33,57,19.9,61.52
3/27/70,38,57,19.9,61.52
3/28/70,26,52,19.9,61.52
3/29/70,26,42,19.9,61.52
3/30/70,18,38,19.9,61.52
3/31/70,24,35,19.9,61.52
4/1/70,29,49,24.76,64.28
4/2/70,34,52,24.76,64.28
4/3/70,37,46,24.76,64.28
4/4/70,35,49,24.76,64.28
4/5/70,26,48,24.76,64.28
4/6/70,23,45,24.76,64.28
4/7/70,34,50,24.76,64.28
4/8/70,29,67,27.57,65.71
4/9/70, null,73,27.57,65.71
4/10/70,38, null,27.57,65.71
4/11/70,34,49,27.57,65.71
4/12/70,33,55,27.57,65.71
4/13/70,34,56,27.57,65.71
4/14/70,30,62,27.57,65.71
4/15/70,31,60,29.95,71.24
4/16/70,31,62,29.95,71.24
4/17/70,39,64,29.95,71.24
4/18/70,40,58,29.95,71.24
4/19/70,34,56,29.95,71.24
4/20/70,29,46,29.95,71.24
4/21/70,40,44,29.95,71.24
4/22/70,39,56,32.71,74.24
4/23/70,34,51,32.71,74.24
4/24/70,42,59,32.71,74.24
4/25/70,48,67,32.71,74.24
4/26/70,40,76,32.71,74.24
4/27/70,55,77,32.71,74.24
4/28/70,51,82,32.71,74.24
4/29/70,46,66,32.71,74.24
4/30/70,41,72,32.71,74.24
5/1/70,49,81,34.38,75.14
5/2/70,61,79,34.38,75.14
5/3/70,47,61,34.38,75.14
5/4/70,46,61,34.38,75.14
5/5/70,43,73,34.38,75.14
5/6/70,38,54,34.38,75.14
5/7/70,37,56,34.38,75.14
5/8/70,45,70,38.14,79.62
5/9/70,53,78,38.14,79.62
5/10/70,52,90,38.14,79.62
5/11/70,60,83,38.14,79.62
5/12/70,53,79,38.14,79.62
5/13/70,54,75,38.14,79.62
5/14/70,43,60,38.14,79.62
5/15/70,37,67,38.29,81.48
5/16/70,53,64,38.29,81.48
5/17/70,55,65,38.29,81.48
5/18/70,53,55,38.29,81.48
5/19/70,50,62,38.29,81.48
5/20/70,49,78,38.29,81.48
5/21/70,51,66,38.29,81.48
5/22/70,53,84,38.09,83.42
5/23/70,55,70,38.09,83.42
5/24/70,47,73,38.09,83.42
5/25/70,50,57,38.09,83.42
5/26/70,53,71,38.09,83.42
5/27/70,53,73,38.09,83.42
5/28/70,45,71,38.09,83.42
5/29/70,42,66,38.09,83.42
5/30/70,39,72,38.09,83.42
5/31/70,51,82,38.09,83.42
6/1/70,64,89,45.28,85.85
6/2/70,64,88,45.28,85.85
6/3/70,62,87,45.28,85.85
6/4/70,59,68,45.28,85.85
6/5/70,57,62,45.28,85.85
6/6/70,52,62,45.28,85.85
6/7/70,52,63,45.28,85.85
6/8/70,54,82,46.09,86.33
6/9/70,60,86,46.09,86.33
6/10/70,60,84,46.09,86.33
6/11/70,64,88,46.09,86.33
6/12/70,61,73,46.09,86.33
6/13/70,48,67,46.09,86.33
6/14/70,44,75,46.09,86.33
6/15/70,54,78,47.04,87.38
6/16/70,56,75,47.04,87.38
6/17/70,65,75,47.04,87.38
6/18/70,67,77,47.04,87.38
6/19/70,66,85,47.04,87.38
6/20/70,55,67,47.04,87.38
6/21/70,47,71,47.04,87.38
6/22/70,60,72,49.24,90.85
6/23/70,54,82,49.24,90.85
6/24/70,56,86,49.24,90.85
6/25/70,57,80,49.24,90.85
6/26/70,51,61,49.24,90.85
6/27/70,56,63,49.24,90.85
6/28/70,47,76,49.24,90.85
6/29/70,46,81,49.24,90.85
6/30/70,63,72,49.24,90.85
